Losses_G,Losses_D
0.6686421632766724,1.562859296798706
0.6909615993499756,1.386885643005371
0.7525749206542969,1.1977012157440186
0.8028309345245361,1.1122714281082153
0.9172483086585999,0.9480148553848267
1.0179438591003418,0.8662503957748413
1.143657922744751,0.7801464796066284
1.2309035062789917,0.7107201218605042
1.3058812618255615,0.6581380367279053
1.3817344903945923,0.6197502613067627
1.4700603485107422,0.5660243630409241
1.5596890449523926,0.5473262071609497
1.6341264247894287,0.5142996907234192
1.7203013896942139,0.47705599665641785
1.7008776664733887,0.457091748714447
1.679347038269043,0.46113625168800354
1.667842984199524,0.4623938798904419
1.691204309463501,0.45386803150177
1.706352949142456,0.46316784620285034
1.8325440883636475,0.40844273567199707
1.875182032585144,0.4081804156303406
1.895577311515808,0.39784878492355347
1.9158954620361328,0.39554399251937866
1.7829155921936035,0.4125918745994568
1.7659492492675781,0.4177848696708679
1.721888542175293,0.44929414987564087
1.7483601570129395,0.4854932725429535
1.6348910331726074,0.5165649652481079
1.6296501159667969,0.5617283582687378
1.5425868034362793,0.5694787502288818
1.5212676525115967,0.6337926387786865
1.5357697010040283,0.6450618505477905
1.5513137578964233,0.6920078992843628
1.526415228843689,0.668921709060669
1.4520238637924194,0.7272975444793701
1.411818265914917,0.7959378957748413
1.3720810413360596,0.8018682599067688
1.3609639406204224,0.8682817220687866
1.2009485960006714,0.9132511615753174
1.2591612339019775,0.9476189017295837
1.225123643875122,0.9552165269851685
1.1561052799224854,0.9278963804244995
1.156554937362671,0.9934452176094055
1.2295234203338623,1.0263116359710693
1.2210067510604858,1.0138717889785767
1.1517775058746338,1.0373708009719849
1.1621003150939941,1.0976390838623047
1.0762501955032349,1.0879943370819092
1.221077799797058,1.1126866340637207
0.8405066728591919,1.079138159751892
1.3343875408172607,1.1355760097503662
0.9314868450164795,1.0750527381896973
1.1726939678192139,1.0641652345657349
1.1060967445373535,1.0760444402694702
1.1512387990951538,1.02785062789917
1.0431809425354004,1.0395560264587402
1.1909079551696777,1.0420141220092773
0.9660109281539917,0.9996549487113953
1.1918803453445435,1.0257675647735596
1.0184500217437744,1.0534777641296387
1.0788955688476562,1.0348162651062012
1.1633868217468262,1.015523076057434
0.9922555685043335,0.9710849523544312
1.166170597076416,1.0148817300796509
1.0226342678070068,1.0221325159072876
1.1262139081954956,1.0441336631774902
0.9768232703208923,1.053693175315857
1.1342220306396484,1.061394214630127
0.9727946519851685,1.0413260459899902
1.0440164804458618,1.048722267150879
1.0745184421539307,1.027794361114502
1.054585576057434,1.024147868156433
1.044932246208191,1.0039337873458862
1.0198333263397217,1.0558643341064453
1.080520749092102,0.9839218854904175
0.9158837795257568,0.9984451532363892
1.1860296726226807,1.0077080726623535
0.8569355010986328,1.0044792890548706
1.2078914642333984,0.9675508141517639
0.870849609375,0.9820651412010193
1.1362476348876953,1.022718906402588
0.9303703904151917,1.0159448385238647
0.9879274368286133,1.0110805034637451
1.0158154964447021,1.0446176528930664
0.9437859058380127,1.0298153162002563
0.9792251586914062,1.0176469087600708
1.094010829925537,1.017288088798523
0.8319615125656128,1.0716490745544434
1.2277673482894897,1.044319748878479
0.6766002774238586,1.109988808631897
1.2477587461471558,1.1904833316802979
0.7090332508087158,1.1358362436294556
1.1350083351135254,1.1496907472610474
0.7766515016555786,1.1627901792526245
1.0009453296661377,1.1291983127593994
0.910565972328186,1.101344108581543
0.9020280241966248,1.1046714782714844
0.9414879083633423,1.125617265701294
0.8923417925834656,1.1457817554473877
0.884522557258606,1.1437236070632935
0.8916622400283813,1.1788146495819092
0.9305118322372437,1.1372029781341553
0.8704018592834473,1.1411725282669067
0.8642985820770264,1.0882056951522827
0.9572683572769165,1.120422124862671
0.7743213176727295,1.1554747819900513
1.1357637643814087,1.1102726459503174
0.7505511045455933,1.1158241033554077
1.2220485210418701,1.1421728134155273
0.6301990747451782,1.1395132541656494
1.131345510482788,1.209752082824707
0.841202437877655,1.1551048755645752
0.9568986892700195,1.1191563606262207
0.889920711517334,1.0957101583480835
0.969832181930542,1.075915813446045
0.8767839670181274,1.1255099773406982
0.9610122442245483,1.1048870086669922
0.8486977219581604,1.0997326374053955
0.9539234042167664,1.1250609159469604
0.9614064693450928,1.0907173156738281
0.7866276502609253,1.0646873712539673
1.1469358205795288,1.1060893535614014
0.6335883140563965,1.1118640899658203
1.4082591533660889,1.1917157173156738
0.6351305842399597,1.23618745803833
1.0865179300308228,1.1958893537521362
0.8801772594451904,1.1399097442626953
0.8567366600036621,1.1636713743209839
0.9853535890579224,1.1395049095153809
0.7818863391876221,1.1303489208221436
0.96869295835495,1.0953669548034668
0.7878168821334839,1.1143016815185547
1.0633655786514282,1.1410200595855713
0.7264164090156555,1.1787855625152588
1.0166295766830444,1.1359479427337646
0.9101221561431885,1.125767469406128
0.7654507756233215,1.106607437133789
1.0303514003753662,1.1179150342941284
0.7673956155776978,1.0900180339813232
0.9615142345428467,1.1306487321853638
0.7311828136444092,1.1282395124435425
1.1294074058532715,1.1703581809997559
0.6907540559768677,1.173680067062378
1.003829002380371,1.151465654373169
0.8628978729248047,1.14252507686615
0.7958467602729797,1.1338722705841064
0.9719721078872681,1.1322808265686035
0.7959818243980408,1.1189464330673218
0.9856480360031128,1.1741383075714111
0.7569828033447266,1.1300878524780273
0.9478752017021179,1.1406068801879883
0.8079849481582642,1.1126065254211426
0.9604678153991699,1.132185697555542
0.8306351900100708,1.1536736488342285
0.9318910241127014,1.1300848722457886
0.8035862445831299,1.135430932044983
1.001206874847412,1.1432268619537354
0.8277445435523987,1.1413376331329346
0.904029905796051,1.1247224807739258
0.8573578596115112,1.1425275802612305
0.8544305562973022,1.1192374229431152
1.012220025062561,1.0982816219329834
0.6934295296669006,1.133007287979126
1.0685065984725952,1.131057858467102
0.7099844813346863,1.10251784324646
1.2392280101776123,1.166673183441162
0.555875837802887,1.1581857204437256
1.3301575183868408,1.2076520919799805
0.6767916679382324,1.1608331203460693
1.053292989730835,1.138156771659851
0.8543843626976013,1.1170779466629028
0.8962322473526001,1.1034574508666992
0.9316068887710571,1.0926557779312134
0.8801271915435791,1.1084620952606201
0.9623929858207703,1.0782935619354248
0.9155794382095337,1.1097172498703003
0.9330964088439941,1.0953973531723022
0.9127866625785828,1.0386663675308228
1.0043442249298096,1.0545265674591064
0.8176026344299316,1.0775834321975708
1.1418859958648682,1.0610735416412354
0.6806290149688721,1.1051857471466064
1.3514131307601929,1.1219154596328735
0.5757449865341187,1.1436305046081543
1.3552395105361938,1.1886556148529053
0.6596649289131165,1.1686146259307861
1.0525882244110107,1.1299231052398682
0.8918340802192688,1.119511365890503
0.8648713827133179,1.0899940729141235
0.9895251989364624,1.0924437046051025
0.8198482990264893,1.1019008159637451
0.9441221356391907,1.083634614944458
0.8086522817611694,1.1033298969268799
1.0181187391281128,1.0750033855438232
0.848354697227478,1.0959150791168213
1.0453999042510986,1.0829871892929077
0.7985095977783203,1.073477864265442
1.0061542987823486,1.111444115638733
0.9176533222198486,1.074439525604248
0.8533039689064026,1.0849463939666748
1.010232925415039,1.0623595714569092
0.7662549018859863,1.0782476663589478
1.2460317611694336,1.060249924659729
0.5662575960159302,1.0881974697113037
1.4715718030929565,1.1809353828430176
0.572655200958252,1.2079360485076904
1.151438593864441,1.1855123043060303
0.8705279231071472,1.1415932178497314
0.8482669591903687,1.090732216835022
1.0676954984664917,1.070165991783142
0.8005143404006958,1.0752952098846436
1.0144968032836914,1.0760979652404785
0.8665326237678528,1.085618495941162
0.9427591562271118,1.0749437808990479
0.9530569911003113,1.084895372390747
0.9718040227890015,1.1031663417816162
0.8374014496803284,1.0306873321533203
1.0312649011611938,1.0443265438079834
0.8848239779472351,1.0688045024871826
0.9853387475013733,1.0701724290847778
0.8931369781494141,1.068464994430542
1.0192502737045288,1.0639210939407349
0.8396170139312744,1.0368188619613647
1.1318964958190918,1.0706052780151367
0.7221882343292236,1.0823068618774414
